ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
404;CUST00404;30/05/25;02/06/25;3;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;230;Não;-;3
405;CUST00405;30/06/25;05/07/25;5;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1082;Não;-;3
406;CUST00406;18/05/25;25/05/25;7;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1416;Sim;Cobrança duplicada;1
407;CUST00407;15/06/25;17/06/25;2;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;956;Não;-;3
408;CUST00408;29/06/25;02/07/25;3;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;PIX;481;Não;-;3
409;CUST00409;10/06/25;12/06/25;2;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;797;Sim;Atraso na entrega;1
410;CUST00410;04/06/25;09/06/25;5;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;708;Não;-;3
411;CUST00411;23/05/25;29/05/25;6;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;958;Não;-;3
412;CUST00412;20/06/25;21/06/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;733;Não;-;3
413;CUST00413;20/05/25;24/05/25;4;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;475;Não;-;3
414;CUST00414;12/06/25;21/06/25;9;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1455;Não;-;3
415;CUST00415;08/06/25;16/06/25;8;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3022;Sim;Atraso na entrega;2
416;CUST00416;26/06/25;27/06/25;1;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;223;Não;-;3
417;CUST00417;10/06/25;13/06/25;3;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;760;Não;-;3
418;CUST00418;11/06/25;16/06/25;5;Sul;Bebidas;Suco de Laranja 1L;Cartão Débito;722;Sim;Quantidade incorreta;1
419;CUST00419;23/05/25;28/05/25;5;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;252;Não;-;3
420;CUST00420;09/06/25;13/06/25;4;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1021;Não;-;3
421;CUST00421;24/06/25;01/07/25;7;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;398;Não;-;3
422;CUST00422;25/06/25;29/06/25;4;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;299;Não;-;3
423;CUST00423;25/05/25;04/06/25;10;Norte;Limpeza Doméstica;Esponja Múltipla;PIX;236;Não;-;3
424;CUST00424;16/05/25;25/05/25;9;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;334;Não;-;3
425;CUST00425;29/06/25;04/07/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1661;Não;-;3
426;CUST00426;28/06/25;03/07/25;5;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1177;Não;-;3
427;CUST00427;09/06/25;15/06/25;6;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1813;Não;-;3
428;CUST00428;30/05/25;31/05/25;1;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Dinheiro;2120;Não;Compra sem complicações;5
429;CUST00429;08/06/25;11/06/25;3;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1213;Não;-;3
430;CUST00430;11/06/25;18/06/25;7;Norte;Limpeza Doméstica;Desinfetante 1L;PIX;617;Não;-;3
431;CUST00431;29/05/25;03/06/25;5;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;374;Não;Compra sem complicações;4
432;CUST00432;14/06/25;20/06/25;6;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;817;Não;Compra sem complicações;5
433;CUST00433;01/06/25;02/06/25;1;Centro-Oeste;Bebidas;Água Mineral 1,5L;PIX;330;Não;-;3
434;CUST00434;01/06/25;03/06/25;2;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;646;Não;-;3
435;CUST00435;30/05/25;06/06/25;7;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;629;Não;-;3
436;CUST00436;17/06/25;22/06/25;5;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1854;Não;-;3
437;CUST00437;27/05/25;01/06/25;5;Norte;Bebidas;Refrigerante Cola 2L;PIX;865;Não;-;3
438;CUST00438;07/06/25;11/06/25;4;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1199;Não;-;3
439;CUST00439;21/05/25;23/05/25;2;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1691;Não;-;3
440;CUST00440;21/05/25;25/05/25;4;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1048;Não;-;3
441;CUST00441;01/06/25;08/06/25;7;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;561;Sim;Prazo de entrega excedido;1
442;CUST00442;07/06/25;08/06/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;619;Não;-;3
443;CUST00443;22/06/25;27/06/25;5;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;645;Não;-;3
444;CUST00444;29/05/25;03/06/25;5;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1483;Não;Atendimento excelente;4
445;CUST00445;30/05/25;02/06/25;3;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;826;Não;-;3
446;CUST00446;26/06/25;05/07/25;9;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;938;Não;-;3
447;CUST00447;26/05/25;03/06/25;8;Norte;Bebidas;Água Mineral 1,5L;Cartão Crédito;248;Não;-;3
448;CUST00448;22/06/25;25/06/25;3;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;1880;Sim;Embalagem violada;1
449;CUST00449;17/05/25;22/05/25;5;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;812;Não;-;3
450;CUST00450;05/06/25;10/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;717;Não;-;3
451;CUST00451;08/06/25;09/06/25;1;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1017;Sim;Produto diferente do pedido;2
452;CUST00452;29/06/25;04/07/25;5;Norte;Higiene Pessoal;Creme Dental 90g;PIX;351;Não;-;3
453;CUST00453;16/05/25;23/05/25;7;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1681;Não;-;3
454;CUST00454;25/05/25;28/05/25;3;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;843;Sim;Embalagem violada;2
455;CUST00455;23/05/25;26/05/25;3;Sudeste;Higiene Pessoal;Papel Higiênico c/12;PIX;2099;Não;Entrega rápida e sem problemas;4
456;CUST00456;27/05/25;02/06/25;6;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;833;Sim;Cobrança duplicada;1
457;CUST00457;01/06/25;03/06/25;2;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;217;Sim;Quantidade incorreta;1
458;CUST00458;24/05/25;03/06/25;10;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;451;Não;-;3
459;CUST00459;23/05/25;31/05/25;8;Sul;Alimentos Básicos;Feijão Carioca (1kg);PIX;1122;Sim;Atendimento ruim;1
460;CUST00460;13/06/25;15/06/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;PIX;288;Não;-;3
461;CUST00461;05/06/25;12/06/25;7;Sul;Alimentos Básicos;Feijão Carioca (1kg);PIX;621;Não;-;3
462;CUST00462;03/06/25;08/06/25;5;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;883;Não;Produto conforme anunciado;5
463;CUST00463;04/06/25;13/06/25;9;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;847;Não;-;3
464;CUST00464;20/05/25;27/05/25;7;Norte;Bebidas;Água Mineral 1,5L;PIX;398;Sim;Prazo de entrega excedido;1
465;CUST00465;24/06/25;26/06/25;2;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;925;Não;-;3
466;CUST00466;07/06/25;12/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;614;Não;-;3
467;CUST00467;07/06/25;09/06/25;2;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;162;Não;-;3
468;CUST00468;10/06/25;16/06/25;6;Sul;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;150;Não;-;3
469;CUST00469;20/05/25;26/05/25;6;Sul;Bebidas;Suco de Laranja 1L;PIX;871;Não;-;3
470;CUST00470;11/06/25;14/06/25;3;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;1860;Não;-;3
471;CUST00471;19/06/25;20/06/25;1;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Débito;841;Não;-;3
472;CUST00472;22/05/25;25/05/25;3;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;717;Não;-;3
473;CUST00473;05/06/25;07/06/25;2;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;262;Não;-;3
474;CUST00474;30/06/25;02/07/25;2;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;592;Não;-;3
475;CUST00475;29/06/25;03/07/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;582;Não;Atendimento excelente;5
476;CUST00476;26/05/25;28/05/25;2;Nordeste;Higiene Pessoal;Shampoo 400ml;PIX;1056;Não;-;3
477;CUST00477;31/05/25;02/06/25;2;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;768;Não;-;3
478;CUST00478;22/06/25;26/06/25;4;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;PIX;321;Não;Produto conforme anunciado;4
479;CUST00479;28/05/25;31/05/25;3;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;953;Sim;Prazo de entrega excedido;2
480;CUST00480;18/05/25;20/05/25;2;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;245;Não;-;3
481;CUST00481;31/05/25;03/06/25;3;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;558;Não;Compra sem complicações;5
482;CUST00482;27/06/25;05/07/25;8;Sul;Higiene Pessoal;Papel Higiênico c/12;PIX;2132;Não;-;3
483;CUST00483;01/06/25;02/06/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1273;Não;-;3
484;CUST00484;12/06/25;13/06/25;1;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;988;Não;-;3
485;CUST00485;22/06/25;27/06/25;5;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;560;Sim;Cobrança duplicada;2
486;CUST00486;29/06/25;01/07/25;2;Nordeste;Limpeza Doméstica;Desinfetante 1L;PIX;391;Não;-;3
487;CUST00487;12/06/25;13/06/25;1;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;230;Não;-;3
488;CUST00488;19/06/25;24/06/25;5;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;486;Sim;Produto danificado;2
489;CUST00489;16/06/25;20/06/25;4;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;368;Não;-;3
490;CUST00490;25/06/25;26/06/25;1;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;731;Sim;Atraso na entrega;2
491;CUST00491;28/06/25;29/06/25;1;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1751;Não;-;3
492;CUST00492;19/05/25;21/05/25;2;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1096;Não;-;3
493;CUST00493;12/06/25;15/06/25;3;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;732;Não;-;3
494;CUST00494;30/06/25;04/07/25;4;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;278;Não;Ótima qualidade;4
495;CUST00495;24/05/25;29/05/25;5;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;798;Não;-;3
496;CUST00496;10/06/25;17/06/25;7;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1993;Não;-;3
497;CUST00497;28/06/25;08/07/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;279;Não;-;3
498;CUST00498;17/05/25;24/05/25;7;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;329;Sim;Atendimento ruim;1
499;CUST00499;29/06/25;04/07/25;5;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1470;Não;-;3
500;CUST00500;22/05/25;23/05/25;1;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;328;Não;-;3
501;CUST00501;11/06/25;16/06/25;5;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1500;Não;-;3
502;CUST00502;17/06/25;19/06/25;2;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Débito;558;Não;-;3
503;CUST00503;12/06/25;14/06/25;2;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;756;Não;-;3
504;CUST00504;22/06/25;28/06/25;6;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Dinheiro;694;Sim;Quantidade incorreta;1
505;CUST00505;25/06/25;26/06/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;548;Não;-;3
506;CUST00506;12/06/25;21/06/25;9;Norte;Alimentos Básicos;Macarrão Espaguete 500g;PIX;616;Não;-;3
507;CUST00507;07/06/25;12/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;880;Não;-;3
508;CUST00508;17/05/25;18/05/25;1;Nordeste;Higiene Pessoal;Creme Dental 90g;PIX;285;Não;Compra sem complicações;4
509;CUST00509;10/06/25;15/06/25;5;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1379;Não;-;3
510;CUST00510;26/05/25;28/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;319;Não;-;3
511;CUST00511;03/06/25;05/06/25;2;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;651;Sim;Quantidade incorreta;2
512;CUST00512;26/05/25;31/05/25;5;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;628;Sim;Cobrança duplicada;1
513;CUST00513;09/06/25;13/06/25;4;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;297;Não;-;3
514;CUST00514;16/05/25;17/05/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1301;Sim;Prazo de entrega excedido;2
515;CUST00515;10/06/25;18/06/25;8;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;718;Não;-;3
516;CUST00516;29/06/25;07/07/25;8;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1484;Não;-;3
517;CUST00517;11/06/25;12/06/25;1;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;552;Sim;Prazo de entrega excedido;2
518;CUST00518;05/06/25;10/06/25;5;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1434;Não;-;3
519;CUST00519;21/06/25;24/06/25;3;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;629;Não;-;3
520;CUST00520;09/06/25;14/06/25;5;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Dinheiro;1988;Não;-;3
521;CUST00521;08/06/25;10/06/25;2;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;614;Não;-;3
522;CUST00522;15/06/25;20/06/25;5;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;294;Não;-;3
523;CUST00523;23/05/25;27/05/25;4;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;671;Não;Ótima qualidade;4
524;CUST00524;25/05/25;01/06/25;7;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;1161;Não;-;3
525;CUST00525;29/05/25;03/06/25;5;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;350;Sim;Atraso na entrega;2
526;CUST00526;29/06/25;08/07/25;9;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;445;Não;-;3
527;CUST00527;20/06/25;24/06/25;4;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1107;Não;-;3
528;CUST00528;20/05/25;27/05/25;7;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;294;Não;-;3
529;CUST00529;20/06/25;30/06/25;10;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;298;Não;-;3
530;CUST00530;06/06/25;09/06/25;3;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;446;Não;-;3
531;CUST00531;29/05/25;06/06/25;8;Norte;Higiene Pessoal;Shampoo 400ml;PIX;1093;Não;-;3
532;CUST00532;28/06/25;02/07/25;4;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1710;Sim;Embalagem violada;1
533;CUST00533;10/06/25;18/06/25;8;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2688;Não;-;3
534;CUST00534;26/06/25;04/07/25;8;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2306;Não;-;3
535;CUST00535;25/05/25;29/05/25;4;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;575;Sim;Prazo de entrega excedido;2
536;CUST00536;26/05/25;29/05/25;3;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1472;Não;Entrega rápida e sem problemas;5
537;CUST00537;16/06/25;17/06/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1696;Não;-;3
538;CUST00538;23/06/25;03/07/25;10;Sul;Bebidas;Refrigerante Cola 2L;Cartão Débito;1200;Não;-;3
539;CUST00539;23/06/25;30/06/25;7;Norte;Limpeza Doméstica;Esponja Múltipla;PIX;213;Não;Entrega rápida e sem problemas;4
540;CUST00540;05/06/25;07/06/25;2;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;723;Não;Atendimento excelente;5
541;CUST00541;25/06/25;27/06/25;2;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;427;Sim;Quantidade incorreta;1
542;CUST00542;20/06/25;21/06/25;1;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;PIX;533;Sim;Embalagem violada;1
543;CUST00543;18/06/25;22/06/25;4;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;PIX;270;Não;-;3
544;CUST00544;19/06/25;22/06/25;3;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;492;Não;-;3
545;CUST00545;21/05/25;26/05/25;5;Sul;Bebidas;Refrigerante Cola 2L;Cartão Crédito;960;Sim;Atraso na entrega;2
546;CUST00546;17/05/25;20/05/25;3;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1856;Não;-;3
547;CUST00547;23/06/25;27/06/25;4;Sudeste;Higiene Pessoal;Shampoo 400ml;Dinheiro;1768;Sim;Quantidade incorreta;1
548;CUST00548;10/06/25;11/06/25;1;Centro-Oeste;Bebidas;Suco de Laranja 1L;PIX;755;Não;-;3
549;CUST00549;08/06/25;09/06/25;1;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;631;Não;-;3
550;CUST00550;27/06/25;02/07/25;5;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1986;Não;-;3
551;CUST00551;07/06/25;11/06/25;4;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;PIX;579;Não;-;3
552;CUST00552;31/05/25;08/06/25;8;Sul;Limpeza Doméstica;Desinfetante 1L;PIX;498;Sim;Produto diferente do pedido;1
553;CUST00553;30/06/25;09/07/25;9;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;799;Não;-;3
554;CUST00554;29/06/25;03/07/25;4;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Dinheiro;1046;Não;-;3
555;CUST00555;02/06/25;05/06/25;3;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;413;Sim;Atendimento ruim;1
556;CUST00556;30/06/25;09/07/25;9;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;2168;Não;-;3
557;CUST00557;17/05/25;25/05/25;8;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;293;Não;-;3
558;CUST00558;23/05/25;29/05/25;6;Norte;Bebidas;Água Mineral 1,5L;Cartão Crédito;248;Sim;Embalagem violada;2
559;CUST00559;28/05/25;02/06/25;5;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1411;Não;-;3
560;CUST00560;21/05/25;31/05/25;10;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1377;Não;-;3
561;CUST00561;28/05/25;29/05/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1674;Não;-;3
562;CUST00562;22/05/25;27/05/25;5;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;746;Não;-;3
563;CUST00563;30/05/25;31/05/25;1;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;805;Não;-;3
564;CUST00564;23/06/25;03/07/25;10;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;1157;Não;-;3
565;CUST00565;25/05/25;02/06/25;8;Norte;Limpeza Doméstica;Detergente Líquido 500ml;PIX;409;Não;-;3
566;CUST00566;22/06/25;23/06/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;716;Não;-;3
567;CUST00567;15/05/25;20/05/25;5;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;305;Não;-;3
568;CUST00568;18/06/25;19/06/25;1;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;517;Sim;Produto danificado;1
569;CUST00569;26/05/25;27/05/25;1;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;905;Sim;Cobrança duplicada;1
570;CUST00570;16/06/25;25/06/25;9;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1847;Não;Atendimento excelente;4
571;CUST00571;08/06/25;13/06/25;5;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;938;Sim;Atraso na entrega;1
572;CUST00572;16/06/25;21/06/25;5;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;369;Não;-;3
573;CUST00573;17/05/25;20/05/25;3;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;692;Sim;Quantidade incorreta;2
574;CUST00574;30/06/25;08/07/25;8;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;624;Não;-;3
575;CUST00575;05/06/25;07/06/25;2;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1751;Não;-;3
576;CUST00576;20/06/25;26/06/25;6;Norte;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;1092;Não;-;3
577;CUST00577;19/05/25;20/05/25;1;Sudeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1584;Não;-;3
578;CUST00578;17/06/25;24/06/25;7;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1090;Não;-;3
579;CUST00579;03/06/25;06/06/25;3;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3259;Não;-;3
580;CUST00580;29/05/25;02/06/25;4;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Dinheiro;381;Sim;Cobrança duplicada;1
581;CUST00581;25/06/25;01/07/25;6;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1044;Não;-;3
582;CUST00582;15/06/25;24/06/25;9;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;374;Não;-;3
583;CUST00583;04/06/25;09/06/25;5;Sudeste;Bebidas;Refrigerante Cola 2L;PIX;1033;Sim;Atendimento ruim;1
584;CUST00584;30/06/25;08/07/25;8;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;315;Não;-;3
585;CUST00585;26/06/25;27/06/25;1;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;825;Não;-;3
586;CUST00586;22/06/25;24/06/25;2;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;212;Não;-;3
587;CUST00587;06/06/25;08/06/25;2;Nordeste;Limpeza Doméstica;Desinfetante 1L;PIX;376;Sim;Prazo de entrega excedido;1
588;CUST00588;21/06/25;26/06/25;5;Norte;Limpeza Doméstica;Desinfetante 1L;Dinheiro;585;Sim;Embalagem violada;2
589;CUST00589;13/06/25;23/06/25;10;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;1012;Não;-;3
590;CUST00590;20/06/25;25/06/25;5;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;636;Não;-;3
591;CUST00591;28/06/25;03/07/25;5;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;189;Não;-;3
592;CUST00592;19/06/25;26/06/25;7;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;757;Sim;Embalagem violada;1
593;CUST00593;24/05/25;02/06/25;9;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;217;Não;-;3
594;CUST00594;01/06/25;07/06/25;6;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;263;Sim;Atraso na entrega;2
595;CUST00595;15/05/25;23/05/25;8;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;782;Não;-;3
596;CUST00596;21/05/25;26/05/25;5;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;435;Não;-;3
597;CUST00597;25/05/25;27/05/25;2;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;2186;Sim;Cobrança duplicada;2
598;CUST00598;22/06/25;28/06/25;6;Sul;Alimentos Básicos;Feijão Carioca (1kg);Dinheiro;1024;Não;-;3
599;CUST00599;26/06/25;06/07/25;10;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;500;Sim;Cobrança duplicada;2
600;CUST00600;12/06/25;13/06/25;1;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;583;Não;-;3
601;CUST00601;25/06/25;03/07/25;8;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;707;Não;Atendimento excelente;4
602;CUST00602;29/05/25;30/05/25;1;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;670;Não;Produto conforme anunciado;5
603;CUST00603;29/05/25;01/06/25;3;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;305;Não;-;3
604;CUST00604;21/06/25;27/06/25;6;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Débito;275;Sim;Atraso na entrega;1
